sonde,symbol
cg17559711,JUB
cg17591270,COCH
cg17594334,PLEKHH1
cg17598875,AHSA1
cg17598875,C14orf133
cg17606785,EFS
cg17671157,KCNK10
cg17685628,NKX2-8
cg17717124,TCL1A
cg17809798,C14orf178
cg17818900,CRIP2
cg17819538,PABPN1
cg17856915,FOXN3
cg17871910,TMEM90A
cg17884373,PPM1A
cg17907583,SNORD9
cg17913451,C14orf37
cg17916407,KLHDC2
cg17919599,C14orf167
cg17923947,C14orf138
cg17926678,ERH
cg17926678,SLC39A9
cg17928876,TGFB3
cg17929068,NKX2-8
cg17929687,PTGDR
cg17930034,C14orf50
cg17930169,SNORD113-7
cg17976873,REM2
cg17984022,INF2
cg18022322,PCNX
cg18050213,IFI27L2
cg18070676,FLRT2
cg18073151,JUB
cg18075299,FAM71D
cg18079631,HNRNPC
cg18081258,NDRG2
cg18083863,PPP1R3E
cg18087520,CALM1
cg18089145,SEC23A
cg18091245,OR4E2
cg18096939,MIR539
cg18096939,MIR889
cg18112005,C14orf80
cg18114811,TCL6
cg18122215,MEG8
cg18122767,DLK1
cg18125479,PYGL
cg18125510,WDR25
cg18125510,WARS
cg18127966,TXNDC16
cg18127966,GPR137C
cg18138671,PAX9
cg18141891,MIR136
cg18141891,RTL1
cg18141891,MIR432
cg18143693,PLEKHH1
cg18151676,C14orf106
cg18157307,KLHDC2
cg18163342,KIAA0284
cg18163364,MIR377
cg18165031,ERH
cg18165031,SLC39A9
cg18165349,TSHR
cg18167179,ACOT4
cg18167978,PPIL5
cg18169128,DDHD1
cg18174881,C14orf106
cg18184107,C14orf43
cg18184349,NEK9
cg18185554,TRAF3
cg18186343,MIR770
cg18195228,C14orf182
cg18199664,NRXN3
cg18200143,ZC3H14
cg18202861,CHMP4A
cg18204200,PLEKHH1
cg18207950,C14orf106
cg18208853,C14orf135
cg18211447,RAGE
cg18214796,FBXO33
cg18214930,GNPNAT1
cg18224798,KLHDC1
cg18225536,IPO4
cg18225582,PLEKHG3
cg18229107,MTHFD1
cg18229521,SLC24A4
cg18230367,ANG
cg18230367,RNASE4
cg18240143,C14orf39
cg18241942,OTX2
cg18242103,PTGDR
cg18245631,TDP1
cg18247042,SIX1
cg18247339,CFL2
cg18250646,YLPM1
cg18250651,PNMA1
cg18251245,FBXO34
cg18254364,RABGGTA
cg18255426,SMOC1
cg18256432,C14orf115
cg18259504,MAP4K5
cg18259504,ATL1
cg18260424,ZFYVE1
cg18262260,ZC3H14
cg18264298,MIR369
cg18264298,MIR412
cg18264298,MIR410
cg18264298,MIR656
cg18266771,FUT8
cg18269894,MIR410
cg18269894,MIR656
cg18273401,LGALS3
cg18275445,C14orf43
cg18277960,SFRS5
cg18277986,C14orf156
cg18282456,TRIM9
cg18283712,EXOC5
cg18283712,MUDENG
cg18284070,EXOC5
cg18284523,TINF2
cg18288069,SNHG10
cg18288069,SCARNA13
cg18288069,GLRX5
cg18290026,C14orf2
cg18294707,RNASE2
cg18295261,FBXO34
cg18298494,TGFB3
cg18298706,NAA30
cg18299578,FOXG1
cg18301891,MIR1247
cg18301891,DIO3
cg18304813,RNF31
cg18304813,PSME2
cg18306861,PLEK2
cg18307673,KIAA0831
cg18313013,C14orf180
cg18316528,WDR25
cg18316528,WARS
cg18318415,TM9SF1
cg18319790,C14orf68
cg18321533,RNASE4
cg18324576,C14orf79
cg18327669,SSTR1
cg18329187,CKB
cg18333152,THTPA
cg18335504,TEP1
cg18337826,C14orf4
cg18340059,MIR433
cg18340059,RTL1
cg18340059,MIR431
cg18341634,KTN1
cg18346106,CATSPERB
cg18348434,SGPP1
cg18350895,PRKD1
cg18353837,C14orf132
cg18356760,SGPP1
cg18364502,RBM25
cg18365806,GPR132
cg18367220,KIAA0317
cg18368807,ATL1
cg18369034,PTGDR
cg18369397,DNAL1
cg18372896,JDP2
cg18373317,C14orf118
cg18373878,DLK1
cg18379295,GNG2
cg18379780,SLC8A3
cg18380353,ERO1L
cg18383160,FAM177A1
cg18384960,MIR299
cg18384960,MIR411
cg18392604,DLK1
cg18396865,SNX6
cg18397517,SERPINA5
cg18400454,C14orf174
cg18403361,CLEC14A
cg18412984,WDR20
cg18413305,NUDT14
cg18413710,MRPL52
cg18413891,AP4S1
cg18413891,STRN3
cg18414021,CCDC85C
cg18414618,ATL1
cg18414618,MAP4K5
cg18415686,INSM2
cg18421748,BDKRB2
cg18422058,NRXN3
cg18422654,MYH7
cg18424115,C14orf21
cg18424115,DHRS1
cg18424965,BDKRB2
cg18425696,SIX4
cg18426060,AKT1
cg18427465,FBXO34
cg18427987,LIN52
cg18427987,ALDH6A1
cg18431813,POMT2
cg18431813,GSTZ1
cg18432639,TM9SF1
cg18432924,ARF6
cg18436128,RAB15
cg18438442,MTHFD1
cg18438546,COCH
cg18439323,HOMEZ
cg18440069,MIR411
cg18440069,MIR379
cg18440188,ATL1
cg18440188,MAP4K5
cg18442587,VASH1
cg18443253,SSTR1
cg18443806,IFI27
cg18444589,MIR485
cg18444589,MIR453
cg18449389,BCL2L2
cg18451814,OTX2
cg18453311,PRPF39
cg18454133,EFS
cg18458993,ARG2
cg18459806,NIN
cg18460373,NFKBIA
cg18461649,PELI2
cg18463820,C14orf37
cg18468176,FLJ45244
cg18468176,DICER1
cg18468511,NOVA1
cg18469747,TRAF3
cg18470141,DYNC1H1
cg18471460,CDKN3
cg18473335,CPNE6
cg18476566,OR4K14
cg18477204,C14orf162
cg18477315,GOLGA5
cg18480127,C14orf177
cg18482367,SNORD114-31
cg18484488,MIR299
cg18484488,MIR380
cg18484507,TMEM229B
cg18484736,C14orf180
cg18485627,MIR337
cg18485627,MIR665
cg18486231,ANG
cg18486231,RNASE4
cg18486590,HSPA2
cg18488855,NOVA1
cg18489434,VASH1
cg18489614,SERPINA4
cg18493027,SMOC1
cg18493314,CHD8
cg18494272,FLJ10357
cg18497502,C14orf178
cg18499667,KCNK13
cg18503742,YLPM1
cg18504358,LRP10
cg18509271,C14orf4
cg18511526,FLJ44817
cg18512948,REC8
cg18513551,FLJ10357
cg18522626,PPM1A
cg18526161,MTHFD1
cg18528745,ANKRD9
cg18529846,DAD1
cg18530766,PAPOLA
cg18532622,FOXN3
cg18533943,CHURC1
cg18534491,REC8
cg18535437,PPM1A
cg18541581,CHD8
cg18543242,SLC7A7
cg18548208,EML5
cg18549946,TOMM20L
cg18554485,GNPNAT1
cg18555117,DDHD1
cg18555206,TRMT5
cg18556834,REC8
cg18558006,GALNTL1
cg18561899,ERO1L
cg18564448,KIAA1737
cg18567504,VTI1B
cg18569885,SPTLC2
cg18572214,ASB2
cg18576588,CRIP2
cg18577509,COQ6
cg18580322,G2E3
cg18587837,SLC24A4
cg18588811,MIR377
cg18596947,C14orf86
cg18597188,XRCC3
cg18599117,PTPN21
cg18600163,ANG
cg18600163,RNASE4
cg18600211,METT11D1
cg18604419,MIR539
cg18604419,MIR889
cg18607491,TMX1
cg18608725,KCNH5
cg18611777,DCAF11
cg18615457,C14orf106
cg18621299,EVL
cg18621361,NDUFB1
cg18621361,CPSF2
cg18622084,C14orf138
cg18624544,ZNF219
cg18624544,C14orf176
cg18628371,REC8
cg18628787,C14orf179
cg18631948,FANCM
cg18635207,TMEM90A
cg18637380,MTHFD1
cg18638383,C14orf1
cg18638383,TTLL5
cg18638434,ENTPD5
cg18639180,C14orf159
cg18639233,SIX6
cg18641486,SLC25A21
cg18642567,RPGRIP1
cg18646828,SNORD114-31
cg18648343,PNN
cg18653282,KIF26A
cg18655384,FLJ43390
cg18655441,MIPOL1
cg18658371,RPS6KA5
cg18664866,RPS6KL1
cg18668382,SNHG10
cg18672421,TMED10
cg18679299,TM9SF1
cg18679920,C14orf80
cg18680021,OTUB2
cg18683604,TRIM9
cg18686155,BMP4
cg18688254,NEDD8
cg18688254,GMPR2
cg18694192,EXD2
cg18696900,FERMT2
cg18701685,SLC7A8
cg18703003,MTHFD1
cg18705240,PYGL
cg18706879,ZNF410
cg18709904,C14orf182
cg18711899,CCNK
cg18711899,SETD3
cg18712199,C14orf23
cg18712352,ZBTB1
cg18713221,SNORA28
cg18717355,FOS
cg18718189,KLHL33
cg18719198,GCH1
cg18720580,C14orf21
cg18720580,DHRS1
cg18729186,MIR1201
cg18729186,SNORD126
cg18729186,CCNB1IP1
cg18729886,PRKCH
cg18730905,FNTB
cg18734330,C14orf139
cg18737667,LIN52
cg18737667,ALDH6A1
cg18754389,RHOJ
cg18755078,G2E3
cg18771300,RHOJ
cg18786126,C14orf4
cg18801292,SUPT16H
cg18804615,MIR1247
cg18804615,DIO3
cg18804680,MIR665
cg18805031,MIR543
cg18806438,NUMB
cg18807466,AKAP5
cg18808285,ZC3H14
cg18812130,KIAA0317
cg18812130,FCF1
cg18828681,ACOT6
cg18829186,TMED10
cg18832407,RNASE1
cg18835865,FRMD6
cg18836485,RNASE1
cg18843373,TIMM9
cg18843373,KIAA0586
cg18844176,MTHFD1
cg18844382,EFS
cg18845692,FLRT2
cg18846554,FBXO34
cg18848446,RNASE9
cg18849583,AKAP6
cg18854441,CHD8
cg18856581,MDGA2
cg18858717,CALM1
cg18862502,MIR127
cg18862502,RTL1
cg18862641,THTPA
cg18863119,MIR539
cg18863119,MIR487B
cg18864442,RTN1
cg18864857,DLK1
cg18866806,EML5
cg18867321,ZFYVE1
cg18875274,NFKBIA
cg18875357,PLD4
cg18875631,MIR543
cg18876990,NGDN
cg18877233,KIAA1737
cg18882971,SMEK1
cg18885372,SERPINA13
cg18885501,NUBPL
cg18885540,SYNE2
cg18885865,DAAM1
cg18892668,MIR379
cg18894666,C14orf4
cg18894781,FRMD6
cg18899035,PARP2
cg18903480,GALNTL1
cg18905633,NUDT14
cg18906360,DHRS7
cg18907582,SNAPC1
cg18909638,MIPOL1
cg18909698,DCAF5
cg18912965,RPS6KA5
cg18919660,FLRT2
cg18920658,ATG2B
cg18921771,C14orf39
cg18923964,SRP54
cg18924816,AMN
cg18924965,ANG
cg18924965,RNASE4
cg18927255,SMEK1
cg18928362,ZFYVE26
cg18936744,AK7
cg18938469,C14orf119
cg18940439,GPHB5
cg18941085,IFI27L1
cg18941085,DDX24
cg18941521,DLGAP5
cg18945861,TTLL5
cg18945861,C14orf1
cg18947995,MIR136
cg18947995,RTL1
cg18947995,MIR432
cg18948967,FRMD6
cg18951977,BMP4
cg18952599,PPP2R5C
cg18954339,PACS2
cg18956956,G2E3
cg18958373,C14orf167
cg18958585,AHNAK2
cg18960218,SLC7A7
cg18962786,NUBPL
cg18963596,ARHGAP5
cg18969171,KIAA0391
cg18969171,PPP2R3C
cg18971241,FLVCR2
cg18973778,SNAPC1
cg18975638,OSGEP
cg18975638,APEX1
cg18976418,CTAGE5
cg18977434,ACOT4
cg18978324,RABGGTA
cg18981338,DHRS4
cg18985109,ADCK1
cg18986078,RNASE7
cg18986330,MIR345
cg18986330,SLC25A29
cg18990667,MEG8
cg18996099,RPGRIP1
cg18996663,LGALS3
cg18997422,ANKRD9
cg19000611,CATSPERB
cg19007537,SPTLC2
cg19008523,C14orf28
cg19010223,CCNB1IP1
cg19042947,SERPINA4
cg19043042,YY1
cg19062112,RCOR1
cg19070873,C14orf132
cg19099850,LGALS3
cg19168631,DAAM1
cg19182046,KIAA0317
cg19182046,FCF1
cg19211827,ANG
cg19211827,RNASE4
cg19224837,GSC
cg19330592,C14orf159
cg19434303,WDR25
cg19434303,WARS
cg19452315,ACIN1
cg19453686,TC2N
cg19456540,SIX6
cg19461252,PNMA1
cg19473656,SLC7A8
cg19477205,MIR154
cg19479481,WDHD1
cg19479481,SOCS4
cg19495714,SIVA1
cg19496328,FAM161B
cg19496328,COQ6
cg19500057,MIR624
cg19502457,GPX2
cg19504005,SMOC1
cg19509303,MIR770
cg19509763,SDCCAG1
cg19511435,IFI27L2
cg19511994,MIA2
cg19512521,SLC22A17
cg19513903,C14orf167
cg19514905,FRMD6
cg19527121,C14orf43
cg19530576,CCNK
cg19530576,SETD3
cg19531536,ESRRB
cg19534906,KLC1
cg19538655,PAX9
cg19539462,MARK3
cg19540080,PARP2
cg19540080,RPPH1
cg19543068,ATXN3
cg19543484,PSMB5
cg19545232,SLC8A3
cg19548283,ARID4A
cg19549731,PSMC6
cg19549898,PLEKHH1
cg19554565,G2E3
cg19556208,IRF9
cg19556814,RTN1
cg19558860,ITPK1
cg19560831,MIR539
cg19560831,MIR487B
cg19563107,FERMT2
cg19563130,TSHR
cg19564637,PELI2
cg19566774,FAM71D
cg19567295,FOXN3
cg19568649,DAD1
cg19571214,ZNF219
cg19573166,SLC22A17
cg19580263,ENTPD5
cg19580880,FLJ10357
cg19583967,ESR2
cg19584674,CBLN3
cg19584674,KHNYN
cg19584823,KLHDC2
cg19584875,KCNK13
cg19585100,PAPLN
cg19590858,EAPP
cg19591003,C14orf86
cg19591908,SNORD114-31
cg19592071,BEGAIN
cg19595763,C14orf101
cg19599045,SLC7A7
cg19599972,PNN
cg19600328,MOAP1
cg19600328,C14orf109
cg19600750,OTX2
cg19602614,AKAP5
cg19603100,MIR299
cg19603100,MIR380
cg19603885,MIR136
cg19603885,RTL1
cg19603885,MIR432
cg19605575,TMEM63C
cg19605749,ITPK1
cg19611817,C14orf106
cg19612634,EIF5
cg19614698,KIF26A
cg19619721,HSPA2
cg19622874,FLRT2
cg19630062,MPP5
cg19630102,PIGH
cg19630520,PSMB11
cg19630689,SERPINA12
cg19631264,MIR496
cg19632805,ESRRB
cg19634332,SEC23A
cg19635505,KLHL33
cg19635995,SPATA7
cg19637048,SNORD114-4
cg19637116,FNTB
cg19638039,VRK1
cg19642748,KIAA1409
cg19643211,PPP1R13B
cg19643803,MEG3
cg19646112,ADCY4
cg19651291,LRFN5
cg19653246,MIR376C
cg19653246,MIR376B
cg19653246,MIR376A2
cg19653246,MIR376A1
cg19653246,MIR654
cg19659004,AMN
cg19669909,SFRS5
cg19672209,C14orf105
cg19672997,MDGA2
cg19673424,C14orf142
cg19673424,UBR7
cg19675664,ESR2
cg19681716,ABCD4
cg19681842,UBR7
cg19682024,HEATR4
cg19687728,FLRT2
cg19691267,ACYP1
cg19694418,SPTB
cg19695565,KLC1
cg19704070,HOMEZ
cg19705215,TMEM30B
cg19705564,PLD4
cg19711258,CHMP4A
cg19714132,FOXG1
cg19716643,PTGDR
cg19720077,SAV1
cg19730687,ADSSL1
cg19730801,TRAF3
cg19731259,SNW1
cg19732469,PAPOLA
cg19735627,SFRS5
cg19736128,EFS
cg19737468,NEDD8
cg19737468,GMPR2
cg19739578,ZNF219
cg19741273,C14orf70
cg19741455,WDHD1
cg19741455,SOCS4
cg19744211,SERPINA3
cg19744906,IFI27L1
cg19744906,DDX24
cg19753337,TRAPPC6B
cg19755435,GPR65
cg19757573,MIR300
cg19757573,MIR376B
cg19757573,MIR376A2
cg19757573,MIR376A1
cg19757573,MIR654
cg19759454,RCOR1
cg19764096,C14orf184
cg19764143,SIX6
cg19764854,C14orf37
cg19766363,SNORD113-1
cg19767131,RIN3
cg19768143,DAAM1
cg19772317,FKBP3
cg19772317,FANCM
cg19774553,RPL36AL
cg19774553,MGAT2
cg19775206,C14orf86
cg19775898,TMEM55B
cg19780829,FUT8
cg19786627,FOXG1
cg19794361,KIAA0247
cg19794706,TMED10
cg19797304,TGM1
cg19798224,C14orf68
cg19805785,AP1G2
cg19809865,FSCB
cg19811786,SNX6
cg19815139,AHSA1
cg19815139,C14orf133
cg19815803,SIPA1L1
cg19818298,CHD8
cg19828362,MRPL52
cg19828516,GPR132
cg19841859,PRMT5
cg19842809,PAX9
cg19843226,ESRRB
cg19843991,IFI27L1
cg19843991,DDX24
cg19853104,SNORA79
cg19855227,JUB
cg19872681,SLC7A7
cg19873923,TC2N
cg19874145,ZC3H14
cg19886565,FAM164C
cg19889500,DAD1
cg19899223,RPS6KL1
cg19899505,LGALS3
cg19900852,SRP54
cg19903229,C14orf105
cg19903805,TC2N
cg19904425,SERPINA12
cg19906760,SNW1
cg19909334,FERMT2
cg19910610,C14orf2
cg19914578,ACYP1
cg19917334,TEP1
cg19918549,EVL
cg19924714,DAAM1
cg19926434,GPHN
cg19930885,C14orf102
cg19931922,PLD4
cg19937039,SERPINA10
cg19937577,RNASE11
cg19937577,RNASE12
cg19940437,TDP1
cg19940437,C14orf143
cg19941270,PELI2
cg19941370,NFKBIA
cg19943330,DHRS4L1
cg19944840,MIR369
cg19944840,MIR410
cg19944840,MIR656
cg19948037,DCAF4
cg19949550,ASB2
cg19953646,FLRT2
cg19955823,TDP1
cg19957032,C14orf166
cg19958009,RPL36AL
cg19958009,MGAT2
cg19958389,DHRS2
cg19959591,PGF
cg19965063,PPP2R5E
cg19969431,PTGR2
cg19976235,OTX2
cg19980148,TRAPPC6B
cg19982658,AP1G2
cg19983597,SUPT16H
cg19987354,SYNE2
cg19989295,REC8
cg19991689,DACT1
cg19992629,ADAM21P1
cg19992633,TCL1A
cg19994779,CDCA4
cg20000047,ABHD4
cg20000940,GNG2
cg20004175,SGPP1
cg20005616,ATG2B
cg20007021,CIDEB
cg20007021,LTB4R2
cg20007021,LTB4R
cg20008101,LGALS3
cg20008148,NKX2-8
cg20009671,YY1
cg20011807,CTAGE5
cg20011974,EIF2B2
cg20014063,HSPA2
cg20015168,C14orf101
cg20016874,MAPK1IP1L
cg20016914,C14orf181
cg20017797,PCK2
cg20018912,INSM2
cg20019356,ESR2
cg20022541,FAM181A
cg20028411,COQ6
cg20028411,FAM161B
cg20029725,OTUB2
cg20033070,MDP1
cg20033652,NIN
cg20034983,RBM25
cg20036732,DEGS2
cg20038225,SLC35F4
cg20038493,RIPK3
cg20040285,MAX
cg20045882,ZFP36L1
cg20051118,OR4L1
cg20051795,TDP1
cg20051795,C14orf143
cg20051966,C14orf102
cg20052865,SNORD114-1
cg20055841,PTGER2
cg20056914,PSMB11
cg20060632,SLC39A2
cg20063106,NGDN
cg20065520,DIO3OS
cg20065569,C14orf169
cg20066347,DCAF5
cg20066488,PPP1R13B
cg20066602,C14orf37
cg20067142,ACOT2
cg20067612,MIR299
cg20067612,MIR411
cg20068027,BDKRB2
cg20071051,NEK9
cg20071523,CPSF2
cg20072951,PSMC1
cg20077718,OR10G2
cg20078405,MAP3K9
cg20084796,ZFYVE1
cg20084852,MIR376C
cg20084852,MIR376B
cg20084852,MIR376A2
cg20084852,MIR376A1
cg20084852,MIR654
cg20087303,SFRS5
cg20087917,AHSA1
cg20087917,C14orf133
cg20089531,ATXN3
cg20103550,FSCB
cg20141916,PLEK2
cg20161089,IFI27
cg20189937,L2HGDH
cg20197358,DCAF5
cg20222911,MTA1
cg20250396,FUT8
cg20250396,LOC645431
cg20250935,CALM1
cg20256059,FRMD6
cg20257916,SIVA1
cg20262330,COX16
cg20263096,TOX4
cg20263096,RAB2B
cg20265748,PTPN21
cg20267408,SERPINA1
cg20267521,SLC8A3
cg20267932,INF2
cg20269160,SNORD114-7
cg20273387,HEATR4
cg20276874,PSMC1
cg20277159,KCNH5
cg20278291,OTX2
cg20279895,SCFD1
cg20283449,SIX4
cg20284440,FRMD6
cg20287230,MIR543
cg20290527,FNTB
cg20297199,BMP4
cg20302307,NUMB
cg20312971,NRXN3
cg20320575,DHRS4L2
cg20322886,C14orf180
cg20326359,SNORD114-24
cg20328328,CALM1
cg20333292,GPR132
cg20382622,PROX2
cg20385229,ALKBH1
cg20395072,GNPNAT1
cg20409590,SLC8A3
cg20447654,C14orf28
cg20448748,SCFD1
cg20449327,JKAMP
cg20449327,C14orf149
cg20454158,TMEM229B
cg20454520,DCAF11
cg20457145,KTN1
cg20457147,PRKCH
cg20463862,RTN1
cg20473622,KCNH5
cg20474699,ANKRD9
cg20474788,MIR377
cg20475221,KIAA0317
cg20477070,ARG2
cg20478089,SNX6
cg20478129,NOVA1
cg20480233,JUB
cg20483016,TTC5
cg20488157,TDRD9
cg20489582,EXOC5
cg20489582,MUDENG
cg20491785,BRF1
cg20493901,KIAA1737
cg20496526,TC2N
cg20512247,RNASE9
cg20516256,SFRS5
cg20517697,C14orf43
cg20519670,PLEKHG3
cg20521345,MOAP1
cg20521345,C14orf109
cg20546518,ADSSL1
cg20547131,MIR409
cg20547131,MIR412
cg20547131,MIR410
cg20547131,MIR369
cg20548111,STRN3
cg20548111,AP4S1
cg20548175,ALDH6A1
cg20548765,DPF3
cg20550520,ARHGAP5
cg20552688,C14orf80
cg20554312,IFI27L1
cg20554312,DDX24
cg20555564,AHSA1
cg20555564,C14orf133
cg20560169,DIO3
cg20562547,MIR379
cg20568408,TDP1
cg20568725,C14orf104
cg20569452,SLC7A8
cg20575761,OTX2
cg20576094,ADAM21P1
cg20576153,SIX6
cg20576264,PSMB11
cg20578581,ACOT6
cg20579065,PPP1R3E
cg20580088,HIF1A
cg20583141,GALC
cg20585530,SIX6
cg20593274,SNORD9
cg20594725,SFRS5
cg20596273,PRKCH
cg20597409,LOC100129794
cg20599748,SERPINA10
cg20601096,BTBD7
cg20601096,KIAA1409
cg20629089,SAMD4A
cg20648149,SYNE2
cg20649047,NUMB
cg20664017,FBXO34
cg20686551,EML1
cg20692059,C14orf119
cg20718816,LTBP2
cg20764656,GPX2
cg20782689,OXA1L
cg20820982,DACT1
cg20822579,RIPK3
cg20851097,SPTB
cg20862309,ZC3H14
cg20868898,SSTR1
cg20881054,VASH1
cg20895877,PRIMA1
cg20896439,GALNTL1
cg20899382,TDP1
cg20899382,C14orf143
cg20900312,TMEM63C
cg20900869,LOC100133469
cg20901874,FOS
cg20902353,ASB2
cg20902783,NDRG2
cg20906206,CGRRF1
cg20906829,STRN3
cg20906829,AP4S1
cg20908785,CDKN3
cg20908993,ATP6V1D
cg20908993,EIF2S1
cg20911718,NYNRIN
cg20916066,NKX2-1
cg20916237,CDCA4
cg20927695,C14orf2
cg20927952,C14orf1
cg20927952,TTLL5
cg20932692,PRMT5
cg20935025,NFKBIA
cg20937016,GALNTL1
cg20938103,COX8C
cg20938103,KIAA1409
cg20941956,NFATC4
cg20951054,ZNF219
cg20952167,MEG3
cg20954777,ADAM21
cg20961943,NOVA1
cg20963002,MEG8
cg20964023,SMEK1
cg20968439,TRAF3
cg20968821,GPR132
cg20969923,NIN
cg20972553,JDP2
cg20996579,FLJ31306
cg20996579,ARID4A
cg21002146,TC2N
cg21007342,SERPINA11
cg21008040,ATL1
cg21012729,NIN
cg21012737,PLD4
cg21013866,EFS
cg21022906,C14orf182
cg21027148,ABHD4
cg21028352,C14orf93
cg21028633,C14orf38
cg21029451,FAM177A1
cg21029932,ESR2
cg21030500,SPTB
cg21032058,TMEM63C
cg21032623,FAM158A
cg21032728,HSPA2
cg21033861,NUBPL
cg21035222,HSPA2
cg21035356,DPF3
cg21037712,NDUFB1
cg21037712,CPSF2
cg21037784,RTL1
cg21038461,ESRRB
cg21039708,OTX2OS1
cg21048162,BATF
cg21049809,TTC7B
cg21052932,ABHD12B
cg21053089,MAPK1IP1L
cg21053224,SNORD113-9
cg21055933,SYNE2
cg21057587,VSX2
cg21058987,ATP5S
cg21058987,L2HGDH
cg21059366,C14orf138
cg21061067,G2E3
cg21062897,ATL1
cg21062897,MAP4K5
cg21063480,SPTLC2
cg21068392,VRK1
cg21071311,C14orf101
cg21071540,MIR485
cg21071540,MIR453
cg21071844,SIX1
cg21073637,PPP2R5E
cg21076271,C14orf128
cg21076271,ARHGAP5
cg21086878,CALM1
cg21088438,SLC10A1
cg21092008,DCAF11
cg21092041,STYX
cg21095811,AK7
cg21096966,FAM179B
cg21096966,KLHL28
cg21099111,RNASE3
cg21101356,EGLN3
cg21101538,CCDC85C
cg21102227,FAM179B
cg21102227,KLHL28
cg21103170,MIR485
cg21103170,MIR453
cg21103170,MIR668
cg21103400,MIR127
cg21103400,RTL1
cg21107203,LOC100289511
cg21107203,SFRS5
cg21112954,PROX2
cg21113554,NRXN3
cg21113592,HEATR5A
cg21114429,C14orf138
cg21115864,GPR132
cg21116579,FBLN5
cg21116657,FAM158A
cg21117139,DCAF4
cg21120892,PPM1A
cg21135682,ZNF410
cg21136005,AP4S1
cg21147364,SYNE2
cg21149595,COX8C
cg21149595,KIAA1409
cg21152269,MAPK1IP1L
cg21156756,AKAP6
cg21157519,ERO1L
cg21158631,RTN1
cg21158815,BATF
cg21168134,SLC35F4
cg21171130,FAM158A
cg21174375,SYNE2
cg21174533,DIO3
cg21176597,MIR496
cg21179457,INSM2
cg21182196,CLMN
cg21184075,ARID4A
cg21190982,KIAA0317
cg21192376,TXNDC16
cg21192376,GPR137C
cg21193577,BEGAIN
cg21195762,PPP2R5E
cg21198603,C14orf80
cg21198755,C14orf180
cg21203438,ATP5S
cg21203643,DEGS2
cg21207436,C14orf115
cg21207665,PAX9
cg21208029,STYX
cg21208996,C14orf129
cg21209876,JUB
cg21210994,GALNTL1
cg21217221,FUT8
cg21217911,MIR127
cg21217911,RTL1
cg21219398,RALGAPA1
cg21220520,C14orf105
cg21220927,POMT2
cg21220927,GSTZ1
cg21227253,FLRT2
cg21230021,MIR409
cg21230021,MIR412
cg21230021,MIR541
cg21230021,MIR369
cg21230021,MIR410
cg21231789,KCNK13
cg21233517,ACOT4
cg21235823,GOLGA5
cg21235874,RNF31
cg21238221,RDH11
cg21241291,C14orf80
cg21242212,MIR208B
cg21243939,SAMD4A
cg21244304,PPP2R5C
cg21245092,C14orf115
cg21246665,SERPINA10
cg21263122,SSTR1
cg21291347,TDP1
cg21301148,MYH6
cg21337430,OSGEP
cg21337430,APEX1
cg21339926,CLMN
cg21350283,ACTN1
cg21379309,C14orf147
cg21405705,ZFP36L1
cg21418076,CIDEB
cg21418076,LTB4R2
cg21435394,NUDT14
cg21438664,HNRNPC
cg21443584,MBIP
cg21485704,FLJ44817
cg21487950,TSHR
cg21489382,PIGH
cg21491013,KIAA1409
cg21492137,MIR154
cg21492137,MIR496
cg21492832,TMEM121
cg21493873,C14orf105
cg21496913,AKT1
cg21497246,C14orf178
cg21501241,MIR329-1
cg21501241,MIR323
cg21501241,MIR1197
cg21501241,MIR758
cg21502048,PTGER2
cg21512075,PTGR2
cg21512124,SLC8A3
cg21513316,MIR656
cg21517792,MTA1
cg21520055,RNASE13
cg21520131,ABCD4
cg21526220,WDR89
cg21526847,LRFN5
cg21529778,JDP2
cg21531300,BATF
cg21547690,LRFN5
cg21554616,SAMD4A
cg21557030,KCNK10
cg21560774,FBXO33
cg21570168,PPP2R5C
cg21571339,FLRT2
cg21571665,ZNF410
cg21571793,FOXN3
cg21575078,C14orf80
cg21575295,DLK1
cg21595737,GMFB
cg21600563,FBXO33
cg21603806,PAPLN
cg21634137,SDCCAG1
cg21660424,IPO4
cg21700166,GPR68
cg21735344,HSP90AA1
cg21752338,ZNF219
cg21787280,C14orf178
cg21787568,XRCC3
cg21794225,PRKD1
cg21796547,PAPLN
cg21803245,KIAA0284
cg21805221,PYGL
cg21807240,HAUS4
cg21809913,MIR495
cg21812667,C14orf183
cg21815781,PLEKHH1
cg21817075,NUDT14
cg21817833,FRMD6
cg21828716,MIR208A
cg21836586,TBPL2
cg21841682,ACTN1
cg21842061,DCAF4
cg21844029,SFTA3
cg21848549,C14orf104
cg21851135,C14orf2
cg21851151,FLJ44817
cg21853693,SLC39A2
cg21854512,HECTD1
cg21857885,RTN1
cg21858516,DACT1
cg21860029,SEL1L
cg21861211,ZFYVE26
cg21868779,AHNAK2
cg21871407,KLHDC1
cg21875274,C14orf43
cg21875330,PAX9
cg21876626,SALL2
cg21876806,MIR299
cg21876806,MIR411
cg21878393,MIR410
cg21878393,MIR656
cg21879240,SAMD4A
cg21879272,SAV1
cg21882238,MIR300
cg21882238,MIR376B
cg21882238,MIR376A1
cg21882356,ANG
cg21882356,RNASE4
cg21883802,FBLN5
cg21886367,LTB4R2
cg21886367,LTB4R
cg21886367,CIDEB
cg21889054,NUMB
