ensembl,dWT_n,dWT_med,dWT_v,dWT_vz,dWT_kons,iv_n,iv_med,iv_v,iv_vz,iv_kons,basis_med,pool_anteil,symbol,im_modul,ri
ENSG00000114354,16,-0.8107025392463645,11,-1,-0.375,16,0.400566509298873,12,1,0.5,0.319003141569595,0.1875,TFG,False,
ENSG00000114383,16,-0.80205108618287,11,-1,-0.375,16,0.27878533184885,10,1,0.25,0.260876273401354,0.1875,TUSC2,False,
ENSG00000114388,16,-0.1762715321058408,9,-1,-0.125,16,0.202000815383196,10,1,0.25,-0.11082974658532896,0.375,NPRL2,False,
ENSG00000114391,16,-0.1016253086151155,8,1,0.0,16,-0.01044768874087601,8,1,0.0,0.09282114555153835,0.3125,RPL24,False,
ENSG00000114395,16,-0.476285141157136,10,-1,-0.25,16,0.34819127079614853,11,1,0.375,0.4884366904491625,0.1875,CYB561D2,False,
ENSG00000114416,16,-0.6093373610614374,10,-1,-0.25,16,-0.08800950093198,8,1,0.0,0.1989735013884385,0.1875,FXR1,False,
ENSG00000114423,16,0.016389158353365,8,1,0.0,16,-0.0657996836518275,8,1,0.0,-0.3607141800692445,0.25,CBLB,False,
ENSG00000114439,16,1.2866785668873302,15,1,0.875,16,-0.486396460431872,11,-1,-0.375,-0.6970845971567949,0.75,BBX,True,1.0
ENSG00000114446,18,-0.266227781905822,12,-1,-0.33333333333333326,18,0.402380508870849,10,1,0.11111111111111116,0.339062760402357,0.16666666666666666,IFT57,False,
ENSG00000114450,16,-0.05633419606446015,8,1,0.0,16,-0.18720943505052054,9,-1,-0.125,-0.0862923375688291,0.3125,GNB4,False,
ENSG00000114473,16,0.7286866925507325,13,1,0.625,16,0.03543192145585835,8,1,0.0,-0.59312977165046,0.625,IQCG,False,
ENSG00000114480,16,0.3843920556583865,10,1,0.25,16,0.323992467344207,10,1,0.25,0.10351237645806088,0.375,GBE1,False,
ENSG00000114491,16,-0.2840999814350691,8,1,0.0,16,-0.3344258101431625,10,-1,-0.25,0.27457200965282846,0.25,UMPS,False,
ENSG00000114503,16,-0.449610736951787,11,-1,-0.375,16,0.009660265121253953,8,1,0.0,0.19648422126316245,0.25,NCBP2,False,
ENSG00000114520,16,0.8838740625901825,11,1,0.375,16,0.022491698260453503,8,1,0.0,-0.2927347671351995,0.6875,SNX4,False,
ENSG00000114529,15,-1.06559175911919,10,-1,-0.33333333333333326,15,-0.30419412702509,9,-1,-0.19999999999999996,0.626789300982814,0.13333333333333333,C3orf52,False,
ENSG00000114541,15,0.0386506617429708,8,1,0.06666666666666665,15,-0.002148377316855,8,-1,-0.06666666666666665,-0.329542092853764,0.26666666666666666,FRMD4B,False,
ENSG00000114544,16,0.1533699787677365,9,1,0.125,16,-0.1167392699889805,10,-1,-0.25,-0.14481206827745974,0.25,SLC41A3,False,
ENSG00000114554,16,-0.246205454906996,9,-1,-0.125,16,0.1330842973879924,10,1,0.25,0.195829699467917,0.3125,PLXNA1,False,
ENSG00000114573,16,0.02739155618194715,8,1,0.0,16,0.1739951133935393,10,1,0.25,0.011041019348636504,0.1875,ATP6V1A,False,
ENSG00000114626,16,0.8866047150877615,11,1,0.375,16,-0.0956483121753407,8,1,0.0,-0.2076538940521555,0.625,ABTB1,False,
ENSG00000114631,15,-0.429427691524468,10,-1,-0.33333333333333326,15,0.0546985350506206,8,1,0.06666666666666665,0.241029528851546,0.3333333333333333,PODXL2,False,
ENSG00000114648,16,-0.039323361131015,8,1,0.0,16,-0.04199193511350565,8,1,0.0,-0.03829709287885405,0.375,KLHL18,False,
ENSG00000114650,16,-0.09769485281952602,8,1,0.0,16,0.28819074559902547,12,1,0.5,-0.11434762718335939,0.375,SCAP,False,
ENSG00000114670,16,0.7264853270028184,11,1,0.375,16,0.409179901763726,9,1,0.125,-0.543514935907346,0.625,NEK11,False,
ENSG00000114686,18,-0.05616133170403515,10,-1,-0.11111111111111116,18,-0.1104585474072205,11,-1,-0.22222222222222232,-0.0519542363605268,0.2777777777777778,MRPL3,False,
ENSG00000114698,16,0.7138039070621746,12,1,0.5,16,0.09361945432693795,8,1,0.0,-0.629978235761508,0.5,PLSCR4,False,
ENSG00000114735,16,-0.1880300072335343,9,-1,-0.125,16,0.1295458606033226,9,1,0.125,0.11606289225062436,0.1875,HEMK1,False,
ENSG00000114737,15,-0.330563913791498,9,-1,-0.19999999999999996,15,-0.119860763439624,8,-1,-0.06666666666666665,-0.0668107882414262,0.26666666666666666,CISH,False,
ENSG00000114738,16,-0.5511809286416525,11,-1,-0.375,16,0.05008699559394049,8,1,0.0,0.5218801766747445,0.1875,MAPKAPK3,False,
ENSG00000114739,16,0.516510134381864,9,1,0.125,16,-0.025918916671339,8,1,0.0,-0.050939464321579295,0.5,ACVR2B,False,
ENSG00000114742,16,0.729400832070741,10,1,0.25,16,-0.148151433768161,12,-1,-0.5,-0.531901207111224,0.5625,WDR48,False,
ENSG00000114744,18,0.620228883602209,11,1,0.22222222222222232,18,-0.15163007472135304,10,-1,-0.11111111111111116,-0.38785478573191,0.5555555555555556,COMMD2,False,
ENSG00000114745,16,0.09675303158740516,9,1,0.125,16,0.1054285591019654,9,1,0.125,-0.4167642320816705,0.4375,GORASP1,False,
ENSG00000114767,18,-0.4851567472142085,12,-1,-0.33333333333333326,18,0.12484663842926799,11,1,0.22222222222222232,0.5106407204129411,0.2222222222222222,RRP9,False,
ENSG00000114770,16,0.175731798377199,10,1,0.25,16,-0.12058429704172449,8,1,0.0,-0.3202550537214065,0.375,ABCC5,False,
ENSG00000114779,16,0.4672394072887975,10,1,0.25,16,0.3994030845900285,12,1,0.5,-0.24110115367844798,0.4375,ABHD14B,False,
ENSG00000114784,18,0.6855580713603915,15,1,0.6666666666666667,18,0.11478231111875209,10,1,0.11111111111111116,-0.7053497134237969,0.6111111111111112,EIF1B,False,
ENSG00000114796,16,0.9922936931324369,11,1,0.375,16,0.0925649285365483,9,1,0.125,-0.753063877499103,0.625,KLHL24,False,
ENSG00000114841,16,1.0202476119446164,14,1,0.75,16,-0.2827119368394845,11,-1,-0.375,-0.518159077857705,0.6875,DNAH1,False,
ENSG00000114850,18,-0.319906438580894,10,-1,-0.11111111111111116,18,-0.07885115263144266,10,-1,-0.11111111111111116,0.271178350667026,0.2777777777777778,SSR3,False,
ENSG00000114853,16,1.41494591467839,13,1,0.625,16,-0.2047119065752975,9,-1,-0.125,-0.855178824309867,0.75,ZBTB47,False,
ENSG00000114857,16,-0.004331091417861546,8,1,0.0,16,-0.4119448177908775,9,-1,-0.125,-0.0016570805129947491,0.4375,NKTR,False,
ENSG00000114859,15,-0.197347359082189,9,-1,-0.19999999999999996,15,-0.0941250219805061,9,-1,-0.19999999999999996,0.353678576938629,0.26666666666666666,CLCN2,False,
ENSG00000114861,16,-0.12194509305034654,9,-1,-0.125,16,-0.08996238617729116,9,-1,-0.125,0.006797246903111009,0.375,FOXP1,False,
ENSG00000114867,16,-0.23375280221300798,11,-1,-0.375,16,-0.0025296428998120013,8,1,0.0,0.425334182376927,0.1875,EIF4G1,False,
ENSG00000114902,16,-0.2957451185385415,12,-1,-0.5,16,0.5176020966888499,10,1,0.25,0.04077027041627075,0.125,SPCS1,False,
ENSG00000114904,16,-0.382147426828715,11,-1,-0.375,16,-0.16276069016210998,10,-1,-0.25,0.25919512063390904,0.1875,NEK4,False,
ENSG00000114923,15,-0.100781614213011,11,-1,-0.46666666666666656,15,-0.106982154117222,8,-1,-0.06666666666666665,0.514360944194134,0.13333333333333333,SLC4A3,False,
ENSG00000114933,16,0.5812213729842455,9,1,0.125,16,-0.280887812447697,9,-1,-0.125,-0.42413957439324845,0.5,INO80D,False,
ENSG00000114942,16,0.11731878682097309,8,1,0.0,16,0.19520924219881125,10,1,0.25,0.01983379469776435,0.375,EEF1B2,False,
ENSG00000114956,16,0.39912843003613496,9,1,0.125,16,0.025189236581080493,8,1,0.0,0.05509150860391951,0.4375,DGUOK,False,
ENSG00000114978,16,0.5399251016375095,11,1,0.375,16,-0.008998496055250597,8,1,0.0,-0.3285220856737095,0.5,MOB1A,False,
ENSG00000114982,16,0.2759543322243755,11,1,0.375,16,-0.06254187620343825,8,1,0.0,-0.3159993888252735,0.3125,KANSL3,False,
ENSG00000114988,16,-0.76272986307797,12,-1,-0.5,16,0.21072895765793148,10,1,0.25,0.710992675723902,0.1875,LMAN2L,False,
ENSG00000114993,16,0.18936217026793556,10,1,0.25,16,0.3348444701922465,10,1,0.25,0.248281574261756,0.375,RTKN,False,
ENSG00000114999,18,0.0363741778203711,11,1,0.22222222222222232,18,-0.560495680011265,14,-1,-0.5555555555555556,-0.00145620913648635,0.2777777777777778,TTL,False,
ENSG00000115020,16,0.5522747080813505,11,1,0.375,16,-0.11944728504129515,9,-1,-0.125,-0.3151572042166165,0.5,PIKFYVE,False,
ENSG00000115041,16,1.3964852855674401,15,1,0.875,16,-0.4858401746348475,12,-1,-0.5,-0.9866804594899434,0.875,KCNIP3,True,1.0
ENSG00000115042,16,-0.294714866691367,10,-1,-0.25,16,0.15670031348004398,11,1,0.375,0.517442324864281,0.1875,FAHD2A,False,
ENSG00000115053,16,-0.672000529327299,11,-1,-0.375,16,-0.10273489024850299,10,-1,-0.25,0.534223401562969,0.125,NCL,False,
ENSG00000115073,18,0.462503686218925,11,1,0.22222222222222232,18,-0.42927977458064603,11,-1,-0.22222222222222232,-0.19892142207307195,0.5,ACTR1B,False,
ENSG00000115084,16,0.9879335471948025,11,1,0.375,16,0.0325297210661961,8,1,0.0,-0.6150956206247951,0.5625,SLC35F5,False,
ENSG00000115091,16,-0.441372883550381,11,-1,-0.375,16,-0.595739307889569,12,-1,-0.5,0.361300792930955,0.1875,ACTR3,False,
ENSG00000115107,16,-0.28318179131368004,10,-1,-0.25,16,-0.06021348419394935,9,-1,-0.125,-0.3788290203382515,0.3125,STEAP3,False,
ENSG00000115109,16,1.25324337699911,14,1,0.75,16,-0.19543916601358052,12,-1,-0.5,-0.9540075791239545,0.8125,EPB41L5,False,
ENSG00000115128,16,0.27628681552433,10,1,0.25,16,-0.0610151364809209,9,-1,-0.125,-0.16819851523995116,0.4375,SF3B6,False,
ENSG00000115129,16,0.519645775637224,12,1,0.5,16,-0.14766271094838407,9,-1,-0.125,-0.3950212479106955,0.5625,TP53I3,False,
ENSG00000115137,16,0.6701047185482085,12,1,0.5,16,-0.15444427794176616,10,-1,-0.25,-0.5012541782384715,0.5625,DNAJC27,False,
ENSG00000115145,16,0.2274255111973375,8,1,0.0,16,-0.23548661064826548,9,-1,-0.125,-0.5238994390196605,0.5,STAM2,False,
ENSG00000115159,16,-0.1098184508725847,9,-1,-0.125,16,-0.406338507784456,10,-1,-0.25,0.004200448939671503,0.4375,GPD2,False,
ENSG00000115163,16,-0.399807013775669,10,-1,-0.25,16,-0.16114089028970716,10,-1,-0.25,0.528125726258887,0.1875,CENPA,False,
ENSG00000115165,15,-1.40883674728498,10,-1,-0.33333333333333326,15,0.344204906517393,9,1,0.19999999999999996,0.967231741796089,0.2,CYTIP,False,
ENSG00000115170,16,1.0198028441182125,11,1,0.375,16,0.2442339962598845,11,1,0.375,-0.5231817481144425,0.625,ACVR1,False,
ENSG00000115183,16,-0.9059897148035625,11,-1,-0.375,16,0.1528678850891605,10,1,0.25,0.5042914115872881,0.125,TANC1,False,
ENSG00000115204,16,0.16768973657124328,8,1,0.0,16,0.33348698861562853,10,1,0.25,-0.11048792725490879,0.4375,MPV17,False,
ENSG00000115207,16,-0.6225866014815825,12,-1,-0.5,16,-0.05281471246036865,10,-1,-0.25,0.4598494545331995,0.1875,GTF3C2,False,
ENSG00000115211,16,-0.6484385897572105,10,-1,-0.25,16,0.204040675805292,9,1,0.125,0.5767768437069805,0.25,EIF2B4,False,
ENSG00000115216,16,-0.1836181575172455,10,-1,-0.25,16,0.1611430785394195,9,1,0.125,0.1772821472474708,0.1875,NRBP1,False,
ENSG00000115221,15,1.19450212377451,9,1,0.19999999999999996,15,-0.082607751355289,8,-1,-0.06666666666666665,-0.194160159620346,0.5333333333333333,ITGB6,False,
ENSG00000115226,16,0.24650099503136247,10,1,0.25,16,-0.1212207847466884,9,-1,-0.125,0.0874896340239944,0.25,FNDC4,False,
ENSG00000115232,16,-0.8060391964695275,11,-1,-0.375,16,-0.06051431756813935,8,1,0.0,0.6088853930421415,0.3125,ITGA4,False,
ENSG00000115233,16,-0.3427398688427415,9,-1,-0.125,16,-0.3304586525511275,9,-1,-0.125,0.502100837082419,0.0625,PSMD14,False,
ENSG00000115234,16,-0.013695042636189148,8,1,0.0,16,0.06800622171793824,9,1,0.125,-0.038780139312085904,0.3125,SNX17,False,
ENSG00000115239,16,-0.11351766950225366,10,-1,-0.25,16,-0.0077510978319760004,8,1,0.0,-0.297346477490115,0.3125,ASB3,False,
ENSG00000115241,16,-1.4050970757931651,13,-1,-0.625,16,0.12046990667141275,9,1,0.125,0.7523494284836381,0.1875,PPM1G,False,
ENSG00000115252,15,1.07499715596531,12,1,0.6000000000000001,15,-0.14100120845478,8,-1,-0.06666666666666665,-0.871130053606866,0.6666666666666666,PDE1A,False,
ENSG00000115255,15,-1.04405532755399,9,-1,-0.19999999999999996,15,0.474519436836193,9,1,0.19999999999999996,0.627605984539951,0.4,REEP6,False,
ENSG00000115257,15,-0.224276151835644,10,-1,-0.33333333333333326,15,0.158690702780375,10,1,0.33333333333333326,-0.0067004669546732,0.26666666666666666,PCSK4,False,
ENSG00000115267,16,1.0040730453699915,11,1,0.375,16,-0.5831537759958025,11,-1,-0.375,-0.434210886628425,0.625,IFIH1,False,
ENSG00000115268,16,-0.233265633062787,9,-1,-0.125,16,-0.06320329307771463,8,1,0.0,0.438360651860516,0.375,RPS15,False,
ENSG00000115271,16,0.3016013145494175,8,1,0.0,16,-0.15640122114503766,9,-1,-0.125,-0.1213259828111493,0.5,GCA,False,
ENSG00000115275,16,-0.45013139305846794,10,-1,-0.25,16,0.31395581179215104,11,1,0.375,0.3112322417031435,0.125,MOGS,False,
ENSG00000115282,16,-0.298579640458154,10,-1,-0.25,16,0.3376740681059315,9,1,0.125,0.5019955902983095,0.125,TTC31,False,
ENSG00000115286,16,-0.6231418966355595,11,-1,-0.375,16,0.451648752845722,11,1,0.375,0.5717265271832135,0.125,NDUFS7,False,
ENSG00000115289,16,0.017237282058533657,8,1,0.0,16,0.749963597585659,12,1,0.5,-0.149648745572516,0.3125,PCGF1,False,
ENSG00000115290,16,-0.6164993253434675,9,-1,-0.125,16,-0.195020931827333,10,-1,-0.25,0.7115330188732565,0.375,GRB14,False,
ENSG00000115295,16,0.7178334223136,10,1,0.25,16,-0.30535269541576604,9,-1,-0.125,-0.5345622900978935,0.5,CLIP4,False,
ENSG00000115306,16,0.3214729325268055,10,1,0.25,16,-0.5663009272249385,13,-1,-0.625,-0.3672530255016295,0.375,SPTBN1,False,
ENSG00000115307,16,0.3616199191028175,14,1,0.75,16,-0.09820951096510615,8,1,0.0,-0.2516817642404324,0.375,AUP1,False,
ENSG00000115310,16,0.45536677257827446,9,1,0.125,16,-0.2384850510926285,9,-1,-0.125,-0.30708512676365,0.5,RTN4,False,
ENSG00000115317,16,0.3166105737544345,9,1,0.125,16,-0.16135527396872099,8,1,0.0,-0.0780949517264921,0.4375,HTRA2,False,
ENSG00000115318,16,-0.48990878969949403,12,-1,-0.5,16,-0.075535165343142,8,1,0.0,0.3363255745983705,0.1875,LOXL3,False,
ENSG00000115325,16,0.07697548324100476,9,1,0.125,16,0.11864741337684379,10,1,0.25,-0.2295687585803534,0.3125,DOK1,False,
ENSG00000115339,15,-0.049632007519845,8,-1,-0.06666666666666665,15,-0.312208860908025,10,-1,-0.33333333333333326,-0.0769386223557207,0.26666666666666666,GALNT3,False,
ENSG00000115350,16,-0.076754733491708,9,-1,-0.125,16,0.09870769373628016,8,1,0.0,0.2614727741602835,0.3125,POLE4,False,
ENSG00000115355,16,-0.571259892213703,11,-1,-0.375,16,-0.3695458619854455,10,-1,-0.25,0.368112852744607,0.3125,CCDC88A,False,
ENSG00000115361,16,0.7711436331176925,14,1,0.75,16,0.2020831977411145,9,1,0.125,-0.4414617285681915,0.5625,ACADL,False,
ENSG00000115363,16,0.16576946628156114,8,1,0.0,16,-0.3912085288505859,10,-1,-0.25,0.15503746115726255,0.4375,EVA1A,False,
ENSG00000115364,16,-0.43037224780341,11,-1,-0.375,16,-0.23389131360499998,8,1,0.0,0.21941688107957252,0.0625,MRPL19,False,
ENSG00000115365,16,0.40457054802227843,9,1,0.125,16,0.035889737353151145,8,1,0.0,-0.7214839852129316,0.5,LANCL1,False,
ENSG00000115368,16,-0.27666458531918525,8,1,0.0,16,-0.1837181571605644,9,-1,-0.125,0.3842761874876125,0.3125,WDR75,False,
ENSG00000115380,16,-0.056081604958113485,8,1,0.0,16,-0.233178930601045,9,-1,-0.125,-0.16476906950001852,0.375,EFEMP1,False,
ENSG00000115392,16,0.2289374748039581,9,1,0.125,16,-0.12703795038068835,9,-1,-0.125,-0.11452940035436705,0.3125,FANCL,False,
ENSG00000115414,16,0.21901317278177151,11,1,0.375,16,-0.25804672572807796,10,-1,-0.25,-0.30694308734847897,0.3125,FN1,False,
ENSG00000115415,16,-0.698296273887044,10,-1,-0.25,16,-0.09020018325432265,9,-1,-0.125,0.34608250645661454,0.3125,STAT1,False,
ENSG00000115419,16,-0.013970966369665098,8,1,0.0,16,-0.012077929903696001,8,1,0.0,0.06932271913981256,0.375,GLS,False,
ENSG00000115421,16,0.37239288988080754,10,1,0.25,16,0.012728396462651,8,1,0.0,-0.232567191011135,0.4375,PAPOLG,False,
ENSG00000115425,16,-0.478550906442094,10,-1,-0.25,16,0.362659589686813,11,1,0.375,-0.2056605628468875,0.25,PECR,False,
ENSG00000115446,16,1.0630654540511801,11,1,0.375,16,0.1496806291828295,9,1,0.125,-0.83496129541129,0.625,UNC50,False,
ENSG00000115457,16,1.37956053978005,10,1,0.25,16,0.293449861216531,12,1,0.5,-0.7923067941563245,0.625,IGFBP2,False,
ENSG00000115459,16,0.9030510067004784,14,1,0.75,16,0.11685545031640801,9,1,0.125,-0.7619997555008265,0.75,ELMOD3,False,
ENSG00000115461,18,-0.9424730409915705,12,-1,-0.33333333333333326,18,0.211641578311637,10,1,0.11111111111111116,0.5582978874315025,0.3333333333333333,IGFBP5,False,
ENSG00000115464,16,-0.20992741305273838,8,1,0.0,16,0.10754703174429506,10,1,0.25,0.0023461959510409983,0.375,USP34,False,
ENSG00000115468,15,1.05469961535119,13,1,0.7333333333333334,15,-0.264948968145859,9,-1,-0.19999999999999996,-0.580568526905355,0.8666666666666667,EFHD1,False,
ENSG00000115484,16,-0.8615529903141295,9,-1,-0.125,16,0.0666918056640206,9,1,0.125,0.685081117313256,0.1875,CCT4,False,
ENSG00000115486,16,0.317417661329715,9,1,0.125,16,0.245570560635991,9,1,0.125,-0.31190217794930697,0.4375,GGCX,False,
ENSG00000115504,16,0.557418995816388,11,1,0.375,16,-0.2352044608429065,10,-1,-0.25,-0.17494088997473714,0.625,EHBP1,False,
ENSG00000115514,16,0.4328460819882945,10,1,0.25,16,-0.16200182194666085,9,-1,-0.125,0.0438501315691735,0.4375,TXNDC9,False,
ENSG00000115520,18,0.261158239820262,11,1,0.22222222222222232,18,-0.575912914746347,11,-1,-0.22222222222222232,-0.242555151450215,0.4444444444444444,COQ10B,False,
ENSG00000115524,16,-0.304841775748134,11,-1,-0.375,16,-0.07339218481123315,9,-1,-0.125,-0.2327016796870815,0.3125,SF3B1,False,
ENSG00000115525,16,1.0172627976119606,11,1,0.375,16,-0.09005879811829576,9,-1,-0.125,-0.5687033406862575,0.625,ST3GAL5,False,
ENSG00000115526,16,-0.07070730007896976,8,1,0.0,16,-0.381626930171963,10,-1,-0.25,-0.2673283989752455,0.4375,CHST10,False,
ENSG00000115539,16,-0.45258828109107396,11,-1,-0.375,16,-0.0921093188986832,9,-1,-0.125,0.376312980089923,0.125,PDCL3,False,
ENSG00000115540,15,0.330687922701066,9,1,0.19999999999999996,15,0.0813627532489349,8,1,0.06666666666666665,0.103528215275119,0.4,MOB4,False,
ENSG00000115541,16,-0.850210619909375,14,-1,-0.75,16,0.0582176584199487,9,1,0.125,0.540798596159124,0.125,HSPE1,False,
ENSG00000115548,16,-0.24441450777423054,9,-1,-0.125,16,-0.0682904766655232,9,-1,-0.125,-0.09764326511064149,0.375,KDM3A,False,
ENSG00000115556,16,-0.41654122160622553,11,-1,-0.375,16,0.08716369991947641,10,1,0.25,-0.02192248746140105,0.0625,PLCD4,False,
ENSG00000115561,16,0.9701657256373545,12,1,0.5,16,-0.023067425629846247,8,1,0.0,-0.7516363481248161,0.5625,CHMP3,False,
ENSG00000115568,16,0.15210130966147384,8,1,0.0,16,-0.2496106180618935,9,-1,-0.125,-0.010772674924511349,0.4375,ZNF142,False,
ENSG00000115590,15,1.11542206352513,11,1,0.46666666666666656,15,0.199998326452515,9,1,0.19999999999999996,-0.530870174541107,0.6,IL1R2,False,
ENSG00000115594,16,1.309364843610925,15,1,0.875,16,0.24445794257132403,8,1,0.0,-0.984015205536649,0.875,IL1R1,True,1.0
ENSG00000115641,16,0.1639608722686421,8,1,0.0,16,0.05983060660411755,8,1,0.0,0.26621315619782804,0.4375,FHL2,False,
ENSG00000115648,16,-0.0933853998464696,9,-1,-0.125,16,-0.37864716817836996,11,-1,-0.375,-0.228333697531734,0.375,MLPH,False,
ENSG00000115649,16,-0.17595479571644093,9,-1,-0.125,16,0.1973882570605815,9,1,0.125,0.09798289160639405,0.25,CNPPD1,False,
ENSG00000115652,16,0.038629302591265,8,1,0.0,16,-0.293288842178249,11,-1,-0.375,0.17393418550179301,0.375,UXS1,False,
ENSG00000115661,16,0.021891682563861804,8,1,0.0,16,0.7345359679561965,12,1,0.5,-0.022414068530849148,0.375,STK16,False,
ENSG00000115677,16,-0.3335389512584975,10,-1,-0.25,16,0.1802132610557555,10,1,0.25,-0.020161288557755494,0.25,HDLBP,False,
ENSG00000115685,16,-0.3679912489677039,11,-1,-0.375,16,0.45564866774618695,11,1,0.375,0.274599090561507,0.3125,PPP1R7,False,
ENSG00000115687,16,-0.7843719139016145,10,-1,-0.25,16,-0.10615550695715299,8,1,0.0,0.6471148054624536,0.25,PASK,False,
ENSG00000115694,16,-0.289487819829932,9,-1,-0.125,16,0.0043448856283783,9,1,0.125,0.0945450254402098,0.25,STK25,False,
ENSG00000115738,16,-0.6801940996990925,10,-1,-0.25,16,-0.263564616047896,10,-1,-0.25,0.23525882852210692,0.375,ID2,False,
ENSG00000115750,16,-0.023572023467283,8,1,0.0,16,-0.12301215218103026,9,-1,-0.125,-0.2624112505063615,0.4375,TAF1B,False,
ENSG00000115756,16,-1.15384948384669,10,-1,-0.25,16,0.08730667964909836,9,1,0.125,0.7253957349974185,0.1875,HPCAL1,False,
ENSG00000115758,16,-1.0883752456283053,12,-1,-0.5,16,-0.09573423394258569,10,-1,-0.25,0.6227726698533895,0.1875,ODC1,False,
ENSG00000115760,16,0.1886253658754135,11,1,0.375,16,-0.13416930895389778,8,1,0.0,-0.299310117396717,0.4375,BIRC6,False,
ENSG00000115761,16,-0.33046472853690745,10,-1,-0.25,16,-0.06709308394351865,10,-1,-0.25,0.501991932129396,0.0625,NOL10,False,
ENSG00000115762,16,-0.1539558119114375,9,-1,-0.125,16,-0.484469870168743,12,-1,-0.5,0.222838460610847,0.3125,PLEKHB2,False,
ENSG00000115806,16,-0.8815338366043954,12,-1,-0.5,16,0.16083564968517688,8,1,0.0,0.402282721334727,0.125,GORASP2,False,
ENSG00000115808,16,0.15594969020445446,9,1,0.125,16,-0.5677300862316935,11,-1,-0.375,-0.6098952417688105,0.4375,STRN,False,
ENSG00000115816,16,-0.3229709831898105,10,-1,-0.25,16,-0.20313355909997483,10,-1,-0.25,0.3149721346755965,0.25,CEBPZ,False,
ENSG00000115825,16,0.311181216060253,11,1,0.375,16,-0.2014799229413252,8,1,0.0,-0.4325511943543025,0.375,PRKD3,False,
ENSG00000115827,16,0.435667209118124,12,1,0.5,16,-0.2173181389902645,9,-1,-0.125,-0.6328573490543901,0.5,DCAF17,False,
ENSG00000115828,15,0.460484427534055,13,1,0.7333333333333334,15,-0.221831527772552,10,-1,-0.33333333333333326,-0.577149595023667,0.4666666666666667,QPCT,False,
ENSG00000115839,16,-0.384675170804556,9,-1,-0.125,16,0.0771381123518598,8,1,0.0,-0.23237428328932,0.4375,RAB3GAP1,False,
